strain	genbank	date	country	region	division	location	length	host	host_type	lineage	authors	date_submitted
PP_004MPV7.1	PP_004MPV7.1	2026-01-28	Spain				15203	Homo sapiens	Human	B.D.E.1	Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Vaz, Raquel; Martin, Maria Carmen; Larrosa, Nieves; Anton, Andres	2026-03-04
PP_004MNZ0.1	PP_004MNZ0.1	2026-02-03	Spain				15203	Homo sapiens	Human	B.D.E.1.2	Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Vaz, Raquel; Martin, Maria Carmen; Larrosa, Nieves; Anton, Andres	2026-03-04
PP_004MNRG.1	PP_004MNRG.1	2026-01-29	Spain				15203	Homo sapiens	Human	B.D.E.1.2	Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Vaz, Raquel; Martin, Maria Carmen; Larrosa, Nieves; Anton, Andres	2026-03-04
PP_004MQY0.1	PP_004MQY0.1	2026-01-26	Spain				15201	Homo sapiens	Human	B.D.E.1	Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Vaz, Raquel; Martin, Maria Carmen; Larrosa, Nieves; Anton, Andres	2026-03-04
PP_004MP0Y.1	PP_004MP0Y.1	2026-02-04	Spain				15200	Homo sapiens	Human	B.D.E.1	Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Vaz, Raquel; Martin, Maria Carmen; Larrosa, Nieves; Anton, Andres	2026-03-04
PP_004MPTB.1	PP_004MPTB.1	2026-01-14	Spain				15199	Homo sapiens	Human	B.D.E.1.2	Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Vaz, Raquel; Martin, Maria Carmen; Larrosa, Nieves; Anton, Andres	2026-03-04
PP_002XJQ4.1	PP_002XJQ4.1	2020-02-01	Switzerland				15205	Homo sapiens	Human	B.D.4.1.1	Gosert, Rainer; Leuzinger, Karoline; Kuznetsov, Alexander; Neher, Richard	2025-05-26
PP_002XJBX.1	PP_002XJBX.1	2022-12-01	Switzerland				14819	Homo sapiens	Human	B.D.4.1.1	Gosert, Rainer; Leuzinger, Karoline; Kuznetsov, Alexander; Neher, Richard	2025-05-26
PP_002XJFP.1	PP_002XJFP.1	2022-12-01	Switzerland				15204	Homo sapiens	Human	B.D.E.1	Gosert, Rainer; Leuzinger, Karoline; Kuznetsov, Alexander; Neher, Richard	2025-05-26
PP_002XJN8.1	PP_002XJN8.1	2022-12-01	Switzerland				15204	Homo sapiens	Human	B.D.E.1	Gosert, Rainer; Leuzinger, Karoline; Kuznetsov, Alexander; Neher, Richard	2025-05-26
PP_002XJJG.1	PP_002XJJG.1	2022-11-01	Switzerland				15204	Homo sapiens	Human	B.D.E.1	Gosert, Rainer; Leuzinger, Karoline; Kuznetsov, Alexander; Neher, Richard	2025-05-26
PP_002XJGM.1	PP_002XJGM.1	2022-12-01	Switzerland				15204	Homo sapiens	Human	B.D.E.1	Gosert, Rainer; Leuzinger, Karoline; Kuznetsov, Alexander; Neher, Richard	2025-05-26
PP_002XJ67.1	PP_002XJ67.1	2022-10-01	Switzerland				15202	Homo sapiens	Human	B.D.E.1	Gosert, Rainer; Leuzinger, Karoline; Kuznetsov, Alexander; Neher, Richard	2025-05-26
PP_002XJ75.1	PP_002XJ75.1	2022-10-01	Switzerland				15202	Homo sapiens	Human	B.D.E.1	Gosert, Rainer; Leuzinger, Karoline; Kuznetsov, Alexander; Neher, Richard	2025-05-26
PP_002XJKE.1	PP_002XJKE.1	2022-09-01	Switzerland				14815	Homo sapiens	Human	B.D.E.1	Gosert, Rainer; Leuzinger, Karoline; Kuznetsov, Alexander; Neher, Richard	2025-05-26
PP_002XJMA.1	PP_002XJMA.1	2022-11-01	Switzerland				14815	Homo sapiens	Human	B.D.E.1	Gosert, Rainer; Leuzinger, Karoline; Kuznetsov, Alexander; Neher, Richard	2025-05-26
PP_002XJAZ.1	PP_002XJAZ.1	2022-12-01	Switzerland				14813	Homo sapiens	Human	B.D.E.1	Gosert, Rainer; Leuzinger, Karoline; Kuznetsov, Alexander; Neher, Richard	2025-05-26
PP_002XJ83.1	PP_002XJ83.1	2022-10-01	Switzerland				14813	Homo sapiens	Human	B.D.E.1	Gosert, Rainer; Leuzinger, Karoline; Kuznetsov, Alexander; Neher, Richard	2025-05-26
PP_002XJ91.1	PP_002XJ91.1	2022-12-01	Switzerland				14813	Homo sapiens	Human	B.D.E.1	Gosert, Rainer; Leuzinger, Karoline; Kuznetsov, Alexander; Neher, Richard	2025-05-26
PP_002XJ59.1	PP_002XJ59.1	2022-01-01	Switzerland				14813	Homo sapiens	Human	B.D.E.1	Gosert, Rainer; Leuzinger, Karoline; Kuznetsov, Alexander; Neher, Richard	2025-05-26
PP_002XHWT.1	PP_002XHWT.1	2023-11-01	Switzerland				15204	Homo sapiens	Human	B.D.E.1	Gosert, Rainer; Leuzinger, Karoline; Kuznetsov, Alexander; Neher, Richard	2025-05-26
PP_002XJER.1	PP_002XJER.1	2023-01-01	Switzerland				15204	Homo sapiens	Human	B.D.E.1	Gosert, Rainer; Leuzinger, Karoline; Kuznetsov, Alexander; Neher, Richard	2025-05-26
PP_002XJHJ.1	PP_002XJHJ.1	2023-01-01	Switzerland				15204	Homo sapiens	Human	B.D.E.1	Gosert, Rainer; Leuzinger, Karoline; Kuznetsov, Alexander; Neher, Richard	2025-05-26
PP_002XJ0K.1	PP_002XJ0K.1	2023-12-01	Switzerland				15204	Homo sapiens	Human	B.D.E.1	Gosert, Rainer; Leuzinger, Karoline; Kuznetsov, Alexander; Neher, Richard	2025-05-26
PP_002XJ3D.1	PP_002XJ3D.1	2023-06-01	Switzerland				15202	Homo sapiens	Human	B.D.E.1	Gosert, Rainer; Leuzinger, Karoline; Kuznetsov, Alexander; Neher, Richard	2025-05-26
PP_002XJ4B.1	PP_002XJ4B.1	2023-03-01	Switzerland				15202	Homo sapiens	Human	B.D.E.1	Gosert, Rainer; Leuzinger, Karoline; Kuznetsov, Alexander; Neher, Richard	2025-05-26
PP_002XHYP.1	PP_002XHYP.1	2023-12-01	Switzerland				15202	Homo sapiens	Human	B.D.E.1	Gosert, Rainer; Leuzinger, Karoline; Kuznetsov, Alexander; Neher, Richard	2025-05-26
PP_002XJDT.1	PP_002XJDT.1	2023-02-01	Switzerland				15202	Homo sapiens	Human	B.D.E.1	Gosert, Rainer; Leuzinger, Karoline; Kuznetsov, Alexander; Neher, Richard	2025-05-26
PP_002XHXR.1	PP_002XHXR.1	2023-11-01	Switzerland				15202	Homo sapiens	Human	B.D.E.1	Gosert, Rainer; Leuzinger, Karoline; Kuznetsov, Alexander; Neher, Richard	2025-05-26
PP_002XJCV.1	PP_002XJCV.1	2023-01-01	Switzerland				15200	Homo sapiens	Human	B.D.E.1	Gosert, Rainer; Leuzinger, Karoline; Kuznetsov, Alexander; Neher, Richard	2025-05-26
PP_002XHZM.1	PP_002XHZM.1	2023-12-01	Switzerland				14831	Homo sapiens	Human	B.D.E.1	Gosert, Rainer; Leuzinger, Karoline; Kuznetsov, Alexander; Neher, Richard	2025-05-26
PP_002XJP6.1	PP_002XJP6.1	2023-01-01	Switzerland				14815	Homo sapiens	Human	B.D.E.1	Gosert, Rainer; Leuzinger, Karoline; Kuznetsov, Alexander; Neher, Richard	2025-05-26
PP_004DTN0.1	PP_004DTN0.1	2023-12-09	Switzerland				15201	Homo sapiens	Human	B.D.E.1		2025-12-02
PP_002T5K1.1	PP_002T5K1.1	2023-12-09	Switzerland				15201	Homo sapiens	Human	B.D.E.1		2024-12-20
PP_004DTPY.1	PP_004DTPY.1	2023-03-30	Switzerland				15136	Homo sapiens	Human	B.D.E.1		2025-12-02
PP_002T5LZ.1	PP_002T5LZ.1	2023-11-24	Switzerland				15113	Homo sapiens	Human	B.D.E.1.2		2024-12-20
PP_004DTJ8.1	PP_004DTJ8.1	2023-11-24	Switzerland				15113	Homo sapiens	Human	B.D.E.1.2		2025-12-02
PP_002T5RP.1	PP_002T5RP.1	2023-12-26	Switzerland				14864	Homo sapiens	Human	B.D.E.1.2		2025-02-18
PP_004DTL4.1	PP_004DTL4.1	2023-12-26	Switzerland				14864	Homo sapiens	Human	B.D.E.1.2		2025-12-02
PP_003T1CK.2	PP_003T1CK.2	2024-11-27	Switzerland				15259	Homo sapiens	Human	B.D.4.1.1		2025-06-20
PP_003T216.2	PP_003T216.2	2024-11-21	Switzerland				15241	Homo sapiens	Human	B.D.4.1.1		2025-06-22
PP_003T1BM.2	PP_003T1BM.2	2024-12-18	Switzerland				15278	Homo sapiens	Human	B.D.4.1.1		2025-06-20
PP_003T1GB.2	PP_003T1GB.2	2024-11-21	Switzerland				15239	Homo sapiens	Human	B.D.4.1.1		2025-06-20
PP_002XJLC.1	PP_002XJLC.1	2024-05-01	Switzerland				15205	Homo sapiens	Human	B.D.E.6	Gosert, Rainer; Leuzinger, Karoline; Kuznetsov, Alexander; Neher, Richard	2025-05-26
PP_002XJ2F.1	PP_002XJ2F.1	2024-01-01	Switzerland				15204	Homo sapiens	Human	B.D.E.1	Gosert, Rainer; Leuzinger, Karoline; Kuznetsov, Alexander; Neher, Richard	2025-05-26
PP_002XJ1H.1	PP_002XJ1H.1	2024-01-01	Switzerland				15165	Homo sapiens	Human	B.D.E.1	Gosert, Rainer; Leuzinger, Karoline; Kuznetsov, Alexander; Neher, Richard	2025-05-26
PP_003T1DH.2	PP_003T1DH.2	2024-11-12	Switzerland				15278	Homo sapiens	Human	B.D.E.1		2025-06-20
PP_003T1H8.2	PP_003T1H8.2	2024-11-27	Switzerland				15269	Homo sapiens	Human	B.D.E.1		2025-06-20
PP_003T1YC.2	PP_003T1YC.2	2024-11-12	Switzerland				15261	Homo sapiens	Human	B.D.E.1		2025-06-22
PP_003T1WG.2	PP_003T1WG.2	2024-11-26	Switzerland				15261	Homo sapiens	Human	B.D.E.1		2025-06-22
PP_004DTQW.1	PP_004DTQW.1	2024-01-16	Switzerland				15206	Homo sapiens	Human	B.D.E.1.2		2025-12-02
PP_002T5G8.1	PP_002T5G8.1	2024-01-16	Switzerland				15206	Homo sapiens	Human	B.D.E.1.2		2024-12-20
PP_002T5J3.1	PP_002T5J3.1	2024-02-01	Switzerland				15196	Homo sapiens	Human	B.D.E.1.2		2024-12-20
PP_004DTM2.1	PP_004DTM2.1	2024-02-01	Switzerland				15196	Homo sapiens	Human	B.D.E.1.2		2025-12-02
PP_002T5NV.1	PP_002T5NV.1	2024-03-03	Switzerland				15181	Homo sapiens	Human	B.D.E.1		2024-12-20
PP_004DTRU.1	PP_004DTRU.1	2024-03-03	Switzerland				15181	Homo sapiens	Human	B.D.E.1		2025-12-02
PP_002T5PT.1	PP_002T5PT.1	2024-02-22	Switzerland				15177	Homo sapiens	Human	B.D.E.1		2025-02-18
PP_004DTSS.1	PP_004DTSS.1	2024-02-22	Switzerland				15177	Homo sapiens	Human	B.D.E.1		2025-12-02
PP_002T5MX.1	PP_002T5MX.1	2024-01-24	Switzerland				15151	Homo sapiens	Human	B.D.E.1		2024-12-20
PP_003T25Y.2	PP_003T25Y.2	2025-03-21	Switzerland				15224	Homo sapiens	Human	B.D.4.1.1		2025-06-24
PP_003T208.2	PP_003T208.2	2025-01-10	Switzerland				15261	Homo sapiens	Human	B.D.E.1		2025-06-22
PP_003T224.2	PP_003T224.2	2025-01-02	Switzerland				15257	Homo sapiens	Human	B.D.E.1		2025-06-22
PP_003T17V.2	PP_003T17V.2	2025-02-27	Switzerland				15245	Homo sapiens	Human	B.D.E.1.1		2025-06-20
PP_003T15Z.2	PP_003T15Z.2	2025-03-03	Switzerland				15244	Homo sapiens	Human	B.D.E.7		2025-06-20
PP_003T27U.2	PP_003T27U.2	2025-04-05	Switzerland				15239	Homo sapiens	Human	B.D.E.1.2		2025-06-27
PP_003T1J6.2	PP_003T1J6.2	2025-01-02	Switzerland				15237	Homo sapiens	Human	B.D.E.1.8		2025-06-20
PP_003T141.2	PP_003T141.2	2025-03-07	Switzerland				15231	Homo sapiens	Human	B.D.E.1.1		2025-06-20
PP_003T133.2	PP_003T133.2	2025-02-06	Switzerland				15228	Homo sapiens	Human	B.D.E.1.1		2025-06-20
PP_003T1UL.2	PP_003T1UL.2	2025-04-01	Switzerland				15221	Homo sapiens	Human	B.D.E.1		2025-06-22
PP_003T28S.2	PP_003T28S.2	2025-01-24	Switzerland				15213	Homo sapiens	Human	B.D.E.1		2025-06-27
PP_003T29Q.2	PP_003T29Q.2	2025-03-24	Switzerland				15208	Homo sapiens	Human	B.D.E.1.8		2025-06-27
PP_003T2AN.2	PP_003T2AN.2	2025-04-21	Switzerland				15208	Homo sapiens	Human	B.D.E.1		2025-06-27
PP_003T1EF.2	PP_003T1EF.2	2025-01-02	Switzerland				15207	Homo sapiens	Human	B.D.E.1		2025-06-20
PP_003T26W.2	PP_003T26W.2	2025-04-06	Switzerland				15190	Homo sapiens	Human	B.D.E.1		2025-06-24
PP_003T125.2	PP_003T125.2	2025-04-16	Switzerland				15133	Homo sapiens	Human	B.D.E.1		2025-06-20
PP_003T109.2	PP_003T109.2	2025-02-07	Switzerland				15254	Homo sapiens	Human	B.D.E.1.1		2025-06-20
PP_003T117.2	PP_003T117.2	2025-01-22	Switzerland				15243	Homo sapiens	Human	B.D.E.1		2025-06-20
PP_003T19R.2	PP_003T19R.2	2025-01-06	Switzerland				15242	Homo sapiens	Human	B.D.E.1.8		2025-06-20
PP_003T1AP.2	PP_003T1AP.2	2025-01-06	Switzerland				15242	Homo sapiens	Human	B.D.E.1		2025-06-20
PP_002U4XA.1	PP_002U4XA.1	2020-01-19	Taiwan				15232	Homo sapiens	Human	B.D.4.1.1	Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	2024-04-09
PP_0047R1P.2	PP_0047R1P.2	2020-11-04	Thailand				15248		Unknown	B.D.E.2	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_002U702.2	PP_002U702.2	2023-09-12	Thailand				15262	Homo sapiens	Human	B.D.E.1	Doung-ngern, P.; Kripattanapong, S.; Rattanatumhi, K.; Supataragul, A.; Thippamom, N.; Khunnawutmanotham, W.; Hirunpatrawong, P.; Wacharapluesadee, S.; Sereewit, J.; Sobolik, E. B.; Roychoudhury, P.; Greninger, A. L.; Putcharoen, O.	2024-03-06
PP_002U6SJ.2	PP_002U6SJ.2	2023-07-19	Thailand				15255	Homo sapiens	Human	B.D.E.1	Doung-ngern, P.; Kripattanapong, S.; Rattanatumhi, K.; Supataragul, A.; Thippamom, N.; Khunnawutmanotham, W.; Hirunpatrawong, P.; Wacharapluesadee, S.; Sereewit, J.; Sobolik, E. B.; Roychoudhury, P.; Greninger, A. L.; Putcharoen, O.	2024-03-06
PP_002U6WA.2	PP_002U6WA.2	2023-06-26	Thailand				15253	Homo sapiens	Human	B.D.E.1	Doung-ngern, P.; Kripattanapong, S.; Rattanatumhi, K.; Supataragul, A.; Thippamom, N.; Khunnawutmanotham, W.; Hirunpatrawong, P.; Wacharapluesadee, S.; Sereewit, J.; Sobolik, E. B.; Roychoudhury, P.; Greninger, A. L.; Putcharoen, O.	2024-03-06
PP_002U6VC.2	PP_002U6VC.2	2023-06-13	Thailand				15251	Homo sapiens	Human	B.D.E.1	Doung-ngern, P.; Kripattanapong, S.; Rattanatumhi, K.; Supataragul, A.; Thippamom, N.; Khunnawutmanotham, W.; Hirunpatrawong, P.; Wacharapluesadee, S.; Sereewit, J.; Sobolik, E. B.; Roychoudhury, P.; Greninger, A. L.; Putcharoen, O.	2024-03-06
PP_002U6QN.2	PP_002U6QN.2	2023-07-05	Thailand				15233	Homo sapiens	Human	B.D.E.1	Doung-ngern, P.; Kripattanapong, S.; Rattanatumhi, K.; Supataragul, A.; Thippamom, N.; Khunnawutmanotham, W.; Hirunpatrawong, P.; Wacharapluesadee, S.; Sereewit, J.; Sobolik, E. B.; Roychoudhury, P.; Greninger, A. L.; Putcharoen, O.	2024-03-06
PP_002U6RL.2	PP_002U6RL.2	2023-07-11	Thailand				15233	Homo sapiens	Human	B.D.E.1	Doung-ngern, P.; Kripattanapong, S.; Rattanatumhi, K.; Supataragul, A.; Thippamom, N.; Khunnawutmanotham, W.; Hirunpatrawong, P.; Wacharapluesadee, S.; Sereewit, J.; Sobolik, E. B.; Roychoudhury, P.; Greninger, A. L.; Putcharoen, O.	2024-03-06
PP_002U6Y6.2	PP_002U6Y6.2	2023-08-16	Thailand				15221	Homo sapiens	Human	B.D.E.1	Sirawattanachai, T.; Rattanatumhi, K.; Supataragul, A.; Thippamom, N.; Khunnawutmanotham, W.; Hirunpatrawong, P.; Wacharapluesadee, S.; Sereewit, J.; Sobolik, E. B.; Roychoudhury, P.; Greninger, A. L.; Putcharoen, O.	2024-03-06
PP_002VNUW.1	PP_002VNUW.1	2015-03-06	USA				15304	Homo sapiens	Human	B.D.4.1	Avadhanula, V.; Piedra, P.	2024-09-25
PP_002VNVU.1	PP_002VNVU.1	2018-08-18	USA				15262	Homo sapiens	Human	B.D.4.1.1	Avadhanula, V.; Piedra, P.	2024-09-25
PP_002X22X.1	PP_002X22X.1	2019-01-01	USA				15270	Homo sapiens	Human	B.D.4.1.1	Rangachar Srinivasa, V.; Griffith, M.; Sundermann, A. J.; Mills, E.; Raabe, N. J.; Shutt, K. A.; Phan, T.; Wang-Erickson, A.; Marsh, J.; Snyder, G. M.; Van Tyne, D.; Pless, L.; Harrison, L. H.; Griffith, M. P.; Waggle, K.	2025-04-02
PP_002X2KW.1	PP_002X2KW.1	2019-02-01	USA				15266	Homo sapiens	Human	B.D.4.1.1	Rangachar Srinivasa, V.; Griffith, M.; Sundermann, A. J.; Mills, E.; Raabe, N. J.; Shutt, K. A.; Phan, T.; Wang-Erickson, A.; Marsh, J.; Snyder, G. M.; Van Tyne, D.; Pless, L.; Harrison, L. H.; Griffith, M. P.; Waggle, K.	2025-04-02
PP_002X2H0.1	PP_002X2H0.1	2019-01-01	USA				15265	Homo sapiens	Human	B.D.4.1.1	Rangachar Srinivasa, V.; Griffith, M.; Sundermann, A. J.; Mills, E.; Raabe, N. J.; Shutt, K. A.; Phan, T.; Wang-Erickson, A.; Marsh, J.; Snyder, G. M.; Van Tyne, D.; Pless, L.; Harrison, L. H.; Griffith, M. P.; Waggle, K.	2025-04-02
PP_002X2LU.1	PP_002X2LU.1	2019-01-01	USA				15259	Homo sapiens	Human	B.D.4.1.1	Rangachar Srinivasa, V.; Griffith, M.; Sundermann, A. J.; Mills, E.; Raabe, N. J.; Shutt, K. A.; Phan, T.; Wang-Erickson, A.; Marsh, J.; Snyder, G. M.; Van Tyne, D.; Pless, L.; Harrison, L. H.; Griffith, M. P.; Waggle, K.	2025-04-02
PP_002RFMR.1	PP_002RFMR.1	2019-01-01	USA				15245	Homo sapiens	Human	B.D.4.1.1	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	2023-02-26
PP_002RFPM.1	PP_002RFPM.1	2019-12-01	USA				15239	Homo sapiens	Human	B.D.4.1.1	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	2023-02-26
PP_002RFHZ.1	PP_002RFHZ.1	2019-01-01	USA				15223	Homo sapiens	Human	B.D.4.1.1	Sereewit, J.; Xie, H.; Roychoudhury, P.; Greninger, A. L.	2023-02-26
PP_002P5YH.2	PP_002P5YH.2	2021-09-01	USA				15279	Homo sapiens	Human	B.D.E.1	Goya, S.; Sereewit, J.; Pfalmer, D.; Nguyen, T. V.; Bakhash, S. A. K. M.; Sobolik, E. B.; Greninger, A. L.; Bakhash, S. A. M.	2022-12-13
PP_002P5ZF.2	PP_002P5ZF.2	2021-09-01	USA				15278	Homo sapiens	Human	B.D.E.1	Goya, S.; Sereewit, J.; Pfalmer, D.; Nguyen, T. V.; Bakhash, S. A. K. M.; Sobolik, E. B.; Greninger, A. L.; Bakhash, S. A. M.	2022-12-13
PP_002P5XK.2	PP_002P5XK.2	2021-08-01	USA				15278	Homo sapiens	Human	B.D.E.1	Goya, S.; Sereewit, J.; Pfalmer, D.; Nguyen, T. V.; Bakhash, S. A. K. M.; Sobolik, E. B.; Greninger, A. L.; Bakhash, S. A. M.	2022-12-13
PP_004K3B0.1	PP_004K3B0.1	2021-09-24	USA				15272	Homo sapiens	Human	B.D.E.1	Avadhanula, V.; Agustinho, D. P.; Sahni, L. C.; Surathu, A.; Henke, D.; Doddapaneni, H.; Muzny, D. M.; Metcalf, G. A.; Javornik Cregeen, S.; Thornburg, N. J.; Moline, H. L.; Tannis, A.; Gibbs, R. A.; Petrosino, J. F.; Boom, J. A.; Sedlazeck, F. J.; Piedra, P. A.	2026-02-13
PP_004K386.1	PP_004K386.1	2021-12-18	USA				15271	Homo sapiens	Human	B.D.E.1	Avadhanula, V.; Agustinho, D. P.; Sahni, L. C.; Surathu, A.; Henke, D.; Doddapaneni, H.; Muzny, D. M.; Metcalf, G. A.; Javornik Cregeen, S.; Thornburg, N. J.; Moline, H. L.; Tannis, A.; Gibbs, R. A.; Petrosino, J. F.; Boom, J. A.; Sedlazeck, F. J.; Piedra, P. A.	2026-02-13
PP_004K2XU.1	PP_004K2XU.1	2021-09-29	USA				15269	Homo sapiens	Human	B.D.E.1	Avadhanula, V.; Agustinho, D. P.; Sahni, L. C.; Surathu, A.; Henke, D.; Doddapaneni, H.; Muzny, D. M.; Metcalf, G. A.; Javornik Cregeen, S.; Thornburg, N. J.; Moline, H. L.; Tannis, A.; Gibbs, R. A.; Petrosino, J. F.; Boom, J. A.; Sedlazeck, F. J.; Piedra, P. A.	2026-02-13
PP_002VNWS.1	PP_002VNWS.1	2021-07-23	USA				15269	Homo sapiens	Human	B.D.E.1	Avadhanula, V.; Piedra, P.	2024-09-25
PP_004K2NC.1	PP_004K2NC.1	2021-12-15	USA				15268	Homo sapiens	Human	B.D.E.1	Avadhanula, V.; Agustinho, D. P.; Sahni, L. C.; Surathu, A.; Henke, D.; Doddapaneni, H.; Muzny, D. M.; Metcalf, G. A.; Javornik Cregeen, S.; Thornburg, N. J.; Moline, H. L.; Tannis, A.; Gibbs, R. A.; Petrosino, J. F.; Boom, J. A.; Sedlazeck, F. J.; Piedra, P. A.	2026-02-13
PP_004K3HM.1	PP_004K3HM.1	2021-09-03	USA				15268	Homo sapiens	Human	B.D.E.1	Avadhanula, V.; Agustinho, D. P.; Sahni, L. C.; Surathu, A.; Henke, D.; Doddapaneni, H.; Muzny, D. M.; Metcalf, G. A.; Javornik Cregeen, S.; Thornburg, N. J.; Moline, H. L.; Tannis, A.; Gibbs, R. A.; Petrosino, J. F.; Boom, J. A.; Sedlazeck, F. J.; Piedra, P. A.	2026-02-13
PP_004K34E.1	PP_004K34E.1	2021-09-07	USA				15268	Homo sapiens	Human	B.D.E.1	Avadhanula, V.; Agustinho, D. P.; Sahni, L. C.; Surathu, A.; Henke, D.; Doddapaneni, H.; Muzny, D. M.; Metcalf, G. A.; Javornik Cregeen, S.; Thornburg, N. J.; Moline, H. L.; Tannis, A.; Gibbs, R. A.; Petrosino, J. F.; Boom, J. A.; Sedlazeck, F. J.; Piedra, P. A.	2026-02-13
PP_004K3GQ.1	PP_004K3GQ.1	2021-10-16	USA				15266	Homo sapiens	Human	B.D.E.1	Avadhanula, V.; Agustinho, D. P.; Sahni, L. C.; Surathu, A.; Henke, D.; Doddapaneni, H.; Muzny, D. M.; Metcalf, G. A.; Javornik Cregeen, S.; Thornburg, N. J.; Moline, H. L.; Tannis, A.; Gibbs, R. A.; Petrosino, J. F.; Boom, J. A.; Sedlazeck, F. J.; Piedra, P. A.	2026-02-13
PP_004K2CZ.1	PP_004K2CZ.1	2021-09-10	USA				15265	Homo sapiens	Human	B.D.E.1	Avadhanula, V.; Agustinho, D. P.; Sahni, L. C.; Surathu, A.; Henke, D.; Doddapaneni, H.; Muzny, D. M.; Metcalf, G. A.; Javornik Cregeen, S.; Thornburg, N. J.; Moline, H. L.; Tannis, A.; Gibbs, R. A.; Petrosino, J. F.; Boom, J. A.; Sedlazeck, F. J.; Piedra, P. A.	2026-02-13
PP_004K3MD.1	PP_004K3MD.1	2021-10-28	USA				15264	Homo sapiens	Human	B.D.E.1	Avadhanula, V.; Agustinho, D. P.; Sahni, L. C.; Surathu, A.; Henke, D.; Doddapaneni, H.; Muzny, D. M.; Metcalf, G. A.; Javornik Cregeen, S.; Thornburg, N. J.; Moline, H. L.; Tannis, A.; Gibbs, R. A.; Petrosino, J. F.; Boom, J. A.; Sedlazeck, F. J.; Piedra, P. A.	2026-02-13
PP_004K2T2.1	PP_004K2T2.1	2021-09-11	USA				15263	Homo sapiens	Human	B.D.E.1	Avadhanula, V.; Agustinho, D. P.; Sahni, L. C.; Surathu, A.; Henke, D.; Doddapaneni, H.; Muzny, D. M.; Metcalf, G. A.; Javornik Cregeen, S.; Thornburg, N. J.; Moline, H. L.; Tannis, A.; Gibbs, R. A.; Petrosino, J. F.; Boom, J. A.; Sedlazeck, F. J.; Piedra, P. A.	2026-02-13
PP_004K32J.1	PP_004K32J.1	2021-11-09	USA				15262	Homo sapiens	Human	B.D.E.1	Avadhanula, V.; Agustinho, D. P.; Sahni, L. C.; Surathu, A.; Henke, D.; Doddapaneni, H.; Muzny, D. M.; Metcalf, G. A.; Javornik Cregeen, S.; Thornburg, N. J.; Moline, H. L.; Tannis, A.; Gibbs, R. A.; Petrosino, J. F.; Boom, J. A.; Sedlazeck, F. J.; Piedra, P. A.	2026-02-13
PP_002P5UR.2	PP_002P5UR.2	2021-09-01	USA				15261	Homo sapiens	Human	B.D.E.1	Goya, S.; Sereewit, J.; Pfalmer, D.; Nguyen, T. V.; Bakhash, S. A. K. M.; Sobolik, E. B.; Greninger, A. L.; Pfalmer, D. L.	2022-12-13
PP_004KD52.1	PP_004KD52.1	2022-07-13	USA				15226	Homo sapiens	Human	B.D.4.1.1	Avadhanula, V.; Agustinho, D. P.; Sahni, L. C.; Surathu, A.; Henke, D.; Doddapaneni, H.; Muzny, D. M.; Metcalf, G. A.; Javornik Cregeen, S.; Thornburg, N. J.; Moline, H. L.; Tannis, A.; Gibbs, R. A.; Petrosino, J. F.; Boom, J. A.; Sedlazeck, F. J.; Piedra, P. A.	2026-02-20
PP_004KD36.1	PP_004KD36.1	2022-01-29	USA				15281	Homo sapiens	Human	B.D.E.1	Avadhanula, V.; Agustinho, D. P.; Sahni, L. C.; Surathu, A.; Henke, D.; Doddapaneni, H.; Muzny, D. M.; Metcalf, G. A.; Javornik Cregeen, S.; Thornburg, N. J.; Moline, H. L.; Tannis, A.; Gibbs, R. A.; Petrosino, J. F.; Boom, J. A.; Sedlazeck, F. J.; Piedra, P. A.	2026-02-20
PP_002P60D.2	PP_002P60D.2	2022-02-01	USA				15278	Homo sapiens	Human	B.D.E.1	Goya, S.; Sereewit, J.; Pfalmer, D.; Nguyen, T. V.; Bakhash, S. A. K. M.; Sobolik, E. B.; Greninger, A. L.; Bakhash, S. A. M.	2022-12-13
PP_002P61B.2	PP_002P61B.2	2022-02-01	USA				15277	Homo sapiens	Human	B.D.E.1	Goya, S.; Sereewit, J.; Pfalmer, D.; Nguyen, T. V.; Bakhash, S. A. K. M.; Sobolik, E. B.; Greninger, A. L.; Bakhash, S. A. M.	2022-12-13
PP_002RFV9.1	PP_002RFV9.1	2022-12-01	USA				15277	Homo sapiens	Human	B.D.E.1	Sereewit, J.; Goya, S.; Greninger, A. L.	2023-02-06
